# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-26 20:05:13
# test: curve 1 300
# period_ms=8 samples=190 capacity=320 result=OK build="Sep 26 2026 15:32:51"
# ticks_per_mm=9.05 cell_mm=180 turn_ticks=403 kv_l=1.04 kv_r=1.04 tau_ms=53.00 ks=25
# spd=600 fast=900 curve=300 accel=3000 turn=500 turn_accel=5000 kp=0.70 ki=8.00
# curve_r=70.0 curve_ramp=30.0 curve_angle=90.00 curve_slip=2.00 curve_len=140.0 curve_vmax=479
# curve_pre=4.5 curve_post=4.5 curve_pre_adj=0.0 curve_post_adj=0.0
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130
# lane_mm=168 center_l=89.0 center_r=76.0
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=190
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr,ref_fwd,ref_rot
0,0,0,0,0,38,83,845,805,0,0
8,0,0,221,223,32,80,842,796,1,0
16,3,4,242,209,33,30,843,798,3,-8
24,8,8,240,274,31,29,843,798,7,-18
32,14,14,213,316,26,45,843,798,14,-31
40,22,22,257,335,26,44,844,828,22,-49
48,31,32,268,364,23,68,844,828,32,-70
56,42,43,274,400,22,70,845,827,44,-94
64,54,56,329,390,23,130,846,828,58,-122
72,67,71,335,455,24,130,843,826,74,-152
80,81,88,382,506,25,106,842,827,91,-187
88,97,108,407,498,26,104,843,798,111,-227
96,114,130,428,520,26,105,842,795,133,-270
104,133,154,274,369,28,103,865,800,156,-317
112,152,177,270,408,25,83,865,796,180,-364
120,171,201,318,362,26,82,867,801,204,-411
128,190,224,415,296,25,68,864,797,228,-393
136,212,248,381,244,27,69,888,775,252,-355
144,234,270,367,256,46,55,888,774,276,-306
152,257,291,377,243,45,55,890,775,300,-257
160,281,312,370,268,72,67,887,775,324,-208
168,305,334,377,249,73,68,890,751,348,-157
176,330,355,320,246,27,56,885,751,372,-127
184,354,375,347,266,27,55,912,777,396,-100
192,378,396,346,235,27,34,908,774,420,-72
200,402,416,324,279,27,36,913,753,444,-48
208,426,436,312,289,26,28,911,751,468,-27
216,450,457,268,326,27,30,889,394,492,-21
224,473,478,267,325,31,28,888,392,516,-21
232,495,499,271,322,31,29,866,204,540,-37
240,517,520,231,364,47,30,866,203,564,-84
248,537,542,216,410,46,28,866,68,588,-131
256,557,565,282,322,58,29,865,67,612,-167
264,578,588,274,302,58,29,866,29,636,-185
272,598,611,330,299,60,69,866,28,660,-179
280,620,633,303,298,58,67,866,29,684,-167
288,642,655,306,292,58,56,866,28,708,-155
296,665,676,305,291,58,56,865,29,732,-141
304,686,699,315,278,74,36,864,29,756,-127
312,708,720,317,278,72,36,865,30,780,-114
320,730,741,283,290,58,44,864,30,804,-101
328,751,763,330,270,59,45,864,28,828,-88
336,773,785,336,261,74,56,869,28,852,-74
344,794,806,373,280,73,57,889,29,876,-59
352,816,828,392,234,61,56,891,29,900,-41
360,838,849,353,249,60,58,866,28,924,-28
368,860,871,424,189,49,56,865,29,948,-20
376,883,891,386,216,47,55,887,29,972,-10
384,906,910,398,234,48,68,884,28,996,16
392,931,929,379,226,49,66,863,29,1020,57
400,956,947,398,209,61,69,862,29,1044,115
408,982,965,416,188,60,67,863,29,1068,188
416,1008,983,406,171,61,54,863,28,1092,277
424,1035,1000,453,171,61,54,842,29,1116,383
