# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 23:11:35
# test: turn 4
# period_ms=10 samples=282 capacity=384 result=OK build="Sep 23 2026 22:39:45"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=400 fast=220 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=282
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,58,28,954,682
10,0,0,40,-40,47,28,956,680
20,0,0,80,-80,46,28,954,681
30,0,-1,120,-120,73,27,952,683
40,1,-2,140,-140,74,28,960,680
50,2,-5,140,-140,73,47,953,681
60,4,-8,140,-140,59,28,962,682
70,8,-13,140,-140,59,31,932,681
80,12,-18,140,-140,61,34,938,705
90,16,-24,140,-140,60,37,934,704
100,21,-30,140,-140,59,43,915,727
110,27,-38,140,-140,74,30,904,727
120,32,-45,140,-140,59,27,889,728
130,39,-53,140,-140,59,56,880,774
140,45,-61,140,-140,60,43,844,773
150,52,-69,140,-140,59,44,804,773
160,59,-77,140,-140,60,250,811,829
170,66,-85,140,-140,47,248,782,829
180,74,-94,140,-140,49,346,783,854
190,81,-102,140,-140,73,437,760,853
200,88,-111,140,-140,48,439,744,852
210,96,-120,140,-140,47,510,735,875
220,104,-129,140,-140,139,508,696,875
230,112,-138,140,-140,141,579,643,900
240,120,-146,140,-140,163,643,651,898
250,128,-156,140,-140,192,640,596,899
260,136,-165,140,-140,192,689,603,923
270,144,-174,140,-140,263,733,551,923
280,152,-183,140,-140,312,732,512,921
290,160,-193,140,-140,309,804,503,921
300,169,-202,140,-140,361,805,464,921
310,177,-211,140,-140,359,850,419,922
320,186,-221,140,-140,405,895,421,898
330,194,-230,140,-140,480,896,372,898
340,202,-240,140,-140,477,923,374,876
350,211,-250,140,-140,527,962,323,851
360,219,-259,140,-140,557,968,281,853
370,228,-269,140,-140,555,991,276,830
380,236,-278,140,-140,602,991,118,829
390,244,-288,140,-140,603,1015,84,776
400,253,-298,140,-140,651,1040,85,728
410,262,-307,140,-140,698,1038,138,729
420,270,-317,140,-140,697,1041,141,635
