# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 23:13:10
# test: turn 4
# period_ms=10 samples=275 capacity=384 result=OK build="Sep 23 2026 22:39:45"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=400 fast=220 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=275
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,74,35,978,659
10,0,0,40,-40,73,35,982,657
20,0,-1,80,-80,91,67,972,658
30,0,-1,120,-120,92,26,975,658
40,2,-3,140,-140,73,28,974,657
50,4,-5,140,-140,91,79,976,658
60,7,-9,140,-140,89,79,949,657
70,10,-14,140,-140,27,28,954,657
80,15,-20,140,-140,27,28,948,681
90,20,-26,140,-140,28,28,934,682
100,26,-32,140,-140,37,28,927,707
110,32,-39,140,-140,37,29,909,727
120,38,-47,140,-140,60,30,885,730
130,45,-55,140,-140,59,28,886,752
140,52,-62,140,-140,60,29,862,753
150,59,-70,140,-140,61,30,865,777
160,66,-79,140,-140,91,389,806,799
170,74,-87,140,-140,92,391,788,800
180,82,-96,140,-140,27,345,782,830
190,90,-104,140,-140,28,344,765,831
200,97,-113,140,-140,61,435,737,829
210,105,-122,140,-140,164,509,740,853
220,113,-131,140,-140,162,506,688,852
230,121,-140,140,-140,163,579,690,874
240,129,-148,140,-140,192,642,619,876
250,137,-158,140,-140,192,640,576,875
260,145,-167,140,-140,240,690,572,875
270,153,-176,140,-140,239,687,554,899
280,161,-185,140,-140,288,737,508,898
290,169,-195,140,-140,337,805,505,901
300,177,-204,140,-140,334,803,461,896
310,185,-214,140,-140,383,850,460,876
320,194,-224,140,-140,456,874,422,876
330,202,-233,140,-140,454,872,353,875
340,210,-243,140,-140,504,921,351,852
350,218,-252,140,-140,501,917,305,827
360,226,-262,140,-140,550,939,304,826
370,234,-272,140,-140,580,945,305,776
380,243,-281,140,-140,580,944,88,753
390,251,-291,140,-140,628,997,87,727
400,260,-301,140,-140,642,996,119,660
410,268,-311,140,-140,673,1019,89,657
420,276,-320,140,-140,722,1017,87,610
430,285,-331,140,-140,723,1019,120,614
440,293,-340,140,-140,770,1018,120,611
450,302,-350,140,-140,792,1017,141,636
460,310,-360,140,-140,793,1017,120,675
470,318,-370,140,-140,840,1018,118,681
480,326,-380,140,-140,839,1017,141,753
490,334,-389,140,-140,865,992,88,751
500,343,-399,140,-140,911,995,86,799
510,352,-409,140,-140,909,993,211,874
520,360,-419,140,-140,939,967,211,874
530,367,-427,0,0,963,967,352,920
540,371,-432,0,0,961,968,423,970
550,374,-435,0,0,985,943,423,991
560,377,-439,0,0,985,942,485,1015
570,379,-441,0,0,1009,923,508,1013
580,378,-442,0,0,1009,921,507,1037
590,378,-442,0,0,1007,921,507,1037
600,378,-442,0,0,1007,921,507,1036
610,378,-442,36,-36,1010,921,509,1038
620,378,-442,76,-76,1006,918,506,1036
630,378,-443,116,-116,1012,921,506,1039
640,380,-445,140,-140,1007,917,507,1040
650,382,-450,140,-140,1011,916,508,1034
660,386,-454,140,-140,1011,921,506,1041
670,390,-459,140,-140,1012,920,532,1061
680,395,-464,140,-140,1009,898,530,1063
690,401,-471,140,-140,1011,896,553,1084
700,406,-478,140,-140,1010,898,601,1107
710,413,-486,140,-140,1036,875,598,1107
720,420,-494,140,-140,1031,876,648,1155
730,426,-502,140,-140,1034,851,672,1150
740,434,-511,140,-140,1033,804,693,1179
750,441,-519,140,-140,1034,805,719,1196
760,449,-528,140,-140,1035,759,718,1196
770,456,-536,140,-140,1032,758,765,1240
780,464,-545,140,-140,1031,757,810,1263
790,471,-554,140,-140,1034,734,810,1263
800,479,-563,140,-140,1031,733,843,1284
810,486,-572,140,-140,1008,828,841,1282
820,494,-580,140,-140,988,969,891,1307
830,502,-590,140,-140,986,966,910,1327
840,510,-599,140,-140,963,1086,910,1329
850,519,-608,140,-140,941,1085,934,1349
860,527,-617,140,-140,938,1155,956,1375
870,536,-626,140,-140,911,1225,956,1371
880,544,-635,140,-140,910,1221,979,1375
890,553,-644,140,-140,861,1291,977,1371
900,561,-653,140,-140,794,1307,978,1373
910,570,-662,140,-140,790,1332,1002,1348
920,578,-671,140,-140,746,1378,1001,1351
930,586,-680,140,-140,756,1372,976,1346
