# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-26 20:30:52
# test: turn -2
# period_ms=4 samples=269 capacity=320 result=OK build="Sep 26 2026 15:32:51"
# ticks_per_mm=9.05 cell_mm=180 turn_ticks=403 kv_l=1.04 kv_r=1.04 tau_ms=53.00 ks=25
# spd=600 fast=900 curve=300 accel=3000 turn=500 turn_accel=5000 kp=0.00 ki=0.00
# curve_r=70.0 curve_ramp=30.0 curve_angle=90.00 curve_slip=2.00 curve_len=140.0 curve_vmax=479
# curve_pre=4.5 curve_post=4.5 curve_pre_adj=0.0 curve_post_adj=0.0
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130
# lane_mm=168 center_l=89.0 center_r=76.0
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=269
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr,ref_fwd,ref_rot
0,0,0,-145,146,433,223,1602,394,0,0
4,0,1,-176,148,433,224,1605,393,0,-6
8,-1,1,-176,202,435,183,1597,394,0,-20
12,-2,2,-192,194,433,176,1594,392,0,-42
16,-4,3,-180,211,433,179,1578,394,0,-72
20,-6,5,-194,200,434,180,1578,395,0,-110
24,-8,7,-221,227,458,200,1575,393,0,-156
28,-10,9,-251,257,458,199,1568,393,0,-210
32,-12,11,-284,290,461,197,1595,394,0,-272
36,-15,15,-254,231,456,198,1600,394,0,-342
40,-18,18,-295,297,582,172,1594,392,0,-420
44,-22,22,-275,277,581,178,1592,134,0,-506
48,-26,27,-292,264,580,172,1659,134,0,-600
52,-30,31,-333,331,581,172,1663,134,0,-702
56,-35,36,-314,312,794,147,1658,134,0,-812
60,-40,42,-331,299,797,147,1660,133,0,-930
64,-46,48,-319,312,795,147,1750,134,0,-1056
68,-52,55,-333,297,794,147,1748,133,0,-1190
72,-58,61,-372,362,1078,171,1749,134,0,-1332
76,-65,68,-352,341,1082,170,1751,29,0,-1482
80,-72,75,-378,368,1081,171,1811,30,0,-1640
84,-80,83,-355,344,1078,172,1840,30,0,-1806
88,-87,91,-421,381,1409,341,1837,30,0,-1980
92,-96,100,-360,345,1406,342,1836,55,0,-2162
96,-104,108,-435,420,1406,341,1871,55,0,-2352
100,-112,118,-306,232,1407,341,1959,55,0,-2550
104,-121,127,-285,260,1753,556,1962,55,0,-2750
108,-130,136,-284,260,1754,559,1960,44,0,-2950
112,-139,145,-284,259,1752,556,1962,44,0,-3150
116,-148,155,-271,217,1750,559,2093,44,0,-3350
120,-156,163,-334,305,2029,716,2089,43,0,-3550
124,-165,172,-289,260,2028,716,2091,55,0,-3750
128,-174,182,-276,218,2025,713,2089,55,0,-3950
132,-183,191,-286,252,2024,712,2172,54,0,-4150
136,-192,199,-297,293,2197,920,2176,55,0,-4350
140,-200,208,-328,270,2226,918,2177,67,0,-4550
144,-210,218,-239,206,2218,922,2172,67,0,-4750
148,-218,227,-325,262,2216,916,2195,67,0,-4950
152,-228,235,-261,281,2263,1054,2195,67,0,-5150
156,-236,244,-326,268,2287,1082,2197,111,0,-5350
160,-245,254,-279,216,2281,1081,2197,112,0,-5550
164,-254,263,-288,250,2280,1079,2107,109,0,-5750
168,-264,271,-258,279,2271,1121,2108,110,0,-5950
172,-272,280,-324,266,2267,1243,2110,88,0,-6150
176,-281,289,-289,256,2259,1240,2107,89,0,-6350
180,-290,299,-137,73,2258,1239,1934,87,0,-6550
184,-299,307,-135,125,2228,1245,1939,85,0,-6744
188,-308,315,-104,99,2201,1426,1937,68,0,-6930
192,-315,323,-154,95,2195,1422,1936,68,0,-7108
196,-322,330,-143,108,2197,1421,1663,67,0,-7278
200,-329,336,-131,126,2117,1422,1663,65,0,-7440
204,-336,343,-94,64,2071,1624,1663,253,0,-7594
208,-342,348,-130,129,2072,1627,1591,254,0,-7740
212,-348,354,-96,69,2068,1620,1274,250,0,-7878
216,-353,360,-109,54,1962,1620,1271,251,0,-8008
220,-359,365,-56,55,1932,1788,1274,778,0,-8130
224,-364,370,-66,39,1928,1787,1084,780,0,-8244
228,-369,375,-38,11,1927,1785,933,775,0,-8350
232,-374,379,-18,21,1817,1784,933,775,0,-8448
236,-378,383,-27,5,1796,1894,934,1062,0,-8538
240,-382,386,-11,17,1797,1898,581,1063,0,-8620
244,-385,388,-34,46,1797,1894,556,1060,0,-8694
248,-388,391,2,-16,1720,1891,555,1057,0,-8760
252,-390,393,-22,8,1706,1960,553,1237,0,-8818
256,-393,395,43,-27,1707,1961,307,1243,0,-8868
260,-395,397,35,-45,1705,1959,307,1241,0,-8910
264,-396,399,24,-63,1639,1956,306,1238,0,-8944
268,-397,399,26,-11,1634,1981,307,1332,0,-8970
272,-398,400,63,-73,1634,1980,329,1331,0,-8988
276,-398,400,47,-57,1635,1983,331,1330,0,-8998
280,-398,400,-52,42,1619,1979,333,1329,0,-9000
284,-398,400,-55,42,1613,2002,329,1355,0,-9000
288,-399,401,9,-17,1610,2004,315,1356,0,-9000
292,-399,401,-38,28,1612,2001,307,1353,0,-9000
296,-399,402,0,0,1609,2003,307,1353,0,-9000
300,-399,402,0,0,1613,1964,308,1356,0,-9000
304,-399,402,0,0,1609,1958,307,1355,0,-9000
308,-400,402,0,0,1604,1957,306,1350,0,-9000
312,-400,401,0,0,1611,1960,307,1351,0,-9000
316,-400,401,0,0,1612,1986,307,1199,0,-9000
320,-400,401,0,0,1610,1981,307,1197,0,-9000
324,-400,401,0,0,1609,1983,306,1194,0,-9000
328,-400,401,0,0,1611,1979,305,1195,0,-9000
332,-400,401,0,0,1611,2007,307,1355,0,-9000
336,-400,401,0,0,1610,2005,306,1356,0,-9000
340,-400,401,0,0,1609,2002,307,1353,0,-9000
344,-400,401,0,0,1610,2005,308,1352,0,-9000
348,-400,401,0,0,1611,1983,306,1333,0,-9000
352,-400,401,0,0,1610,1981,307,1332,0,-9000
356,-400,401,0,0,1610,1980,308,1330,0,-9000
360,-400,401,0,0,1610,1979,307,1329,0,-9000
364,-400,401,0,0,1612,2005,307,1353,0,-9000
368,-400,401,0,0,1609,2007,306,1358,0,-9000
372,-400,401,0,0,1610,2003,308,1353,0,-9000
376,-400,401,0,0,1612,2003,307,1353,0,-9000
380,-400,401,0,0,1611,1984,306,1354,0,-9000
384,-400,401,0,0,1609,1984,306,1357,0,-9000
388,-400,401,0,0,1607,1980,308,1352,0,-9000
392,-400,401,0,0,1610,1978,308,1352,0,-9000
396,-400,401,-180,182,1635,1996,304,1356,0,-9004
400,-401,402,-158,159,1633,2000,305,1356,0,-9016
