# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 23:14:39
# test: turn 4
# period_ms=10 samples=272 capacity=384 result=OK build="Sep 23 2026 22:39:45"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=400 fast=220 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=272
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,1053,1017,863,775
10,0,0,40,-40,1053,1014,862,775
20,0,0,80,-80,1053,1016,864,775
30,1,-2,120,-120,1055,1015,863,775
40,4,-5,140,-140,1054,996,864,776
50,7,-7,140,-140,1055,1019,864,774
60,11,-11,140,-140,1055,1018,864,777
70,16,-16,140,-140,1054,1019,843,775
80,21,-22,140,-140,1080,994,840,800
90,26,-28,140,-140,1078,993,839,830
100,33,-34,140,-140,1078,969,785,826
110,40,-41,140,-140,1102,969,786,878
120,46,-49,140,-140,1101,943,765,877
130,54,-56,140,-140,1104,924,718,898
140,62,-64,140,-140,1102,920,719,922
150,70,-71,140,-140,1100,873,717,919
160,78,-80,140,-140,1123,874,718,945
170,86,-88,140,-140,1125,875,695,991
180,94,-97,140,-140,1123,828,720,989
190,102,-105,140,-140,1125,828,718,1015
200,110,-114,140,-140,1126,783,791,1013
210,119,-123,140,-140,1123,739,865,1035
220,128,-131,140,-140,1103,736,866,1061
230,136,-140,140,-140,1099,714,911,1059
240,145,-149,140,-140,1100,690,911,1059
250,154,-158,140,-140,1078,688,955,1058
260,162,-167,140,-140,1075,782,981,1059
270,170,-175,140,-140,1031,781,975,1084
280,179,-184,140,-140,1030,873,1003,1081
290,188,-193,140,-140,1005,942,1000,1082
300,196,-202,140,-140,959,940,1003,1083
310,205,-211,140,-140,960,995,1023,1083
320,214,-220,140,-140,886,995,1024,1059
330,222,-229,140,-140,839,1064,1024,1060
340,231,-238,140,-140,838,1109,1050,1060
350,240,-247,140,-140,747,1108,1044,1038
360,248,-256,140,-140,745,1133,1051,1038
370,257,-265,140,-140,724,1155,1044,992
380,266,-274,140,-140,723,1156,1051,969
390,274,-283,140,-140,723,1179,1023,969
400,283,-292,140,-140,772,1178,1030,924
410,292,-302,140,-140,818,1197,1020,876
420,300,-311,140,-140,819,1203,1007,879
430,309,-320,140,-140,863,1195,997,830
440,318,-329,140,-140,860,1198,1003,829
450,326,-338,140,-140,940,1198,997,729
460,335,-347,140,-140,987,1198,979,658
470,344,-356,140,-140,985,1176,952,660
480,353,-366,140,-140,1033,1175,956,589
490,362,-375,140,-140,1053,1179,927,494
500,370,-384,140,-140,1055,1153,912,495
510,379,-393,140,-140,1102,1154,903,417
520,388,-402,0,0,1101,1156,888,343
530,393,-407,0,0,1145,1133,887,298
540,396,-411,0,0,1173,1130,842,227
550,398,-414,0,0,1170,1108,810,227
560,401,-415,0,0,1194,1108,809,54
570,402,-417,0,0,1194,1086,786,111
580,402,-416,0,0,1192,1085,785,108
590,402,-416,0,0,1219,1086,786,228
600,402,-416,0,0,1215,1086,785,68
610,402,-416,40,-40,1216,1091,781,66
620,402,-417,80,-80,1217,1084,786,67
630,402,-417,120,-120,1217,1087,780,66
640,402,-419,140,-140,1197,1085,785,157
650,404,-423,140,-140,1194,1085,781,87
660,408,-427,140,-140,1193,1084,785,85
670,413,-431,140,-140,1217,1083,780,86
680,417,-436,140,-140,1218,1088,762,53
690,422,-443,140,-140,1217,1084,755,52
700,428,-450,140,-140,1218,1064,762,42
710,434,-457,140,-140,1217,1041,735,43
720,442,-464,140,-140,1237,1036,735,28
730,449,-472,140,-140,1239,1014,735,34
740,456,-480,140,-140,1239,994,730,33
750,464,-488,140,-140,1265,995,712,28
760,472,-497,140,-140,1262,967,785,28
770,480,-505,140,-140,1263,967,780,27
780,488,-514,140,-140,1288,922,888,43
790,497,-523,140,-140,1287,897,955,43
800,505,-531,140,-140,1290,898,956,28
810,514,-540,140,-140,1287,852,1002,27
820,522,-549,140,-140,1262,829,1001,28
830,530,-558,140,-140,1265,827,1048,28
840,539,-567,140,-140,1261,804,1094,43
850,548,-575,140,-140,1237,803,1092,42
860,556,-584,140,-140,1216,756,1114,54
870,564,-593,140,-140,1214,689,1138,53
880,572,-602,140,-140,1195,689,1138,33
890,581,-611,140,-140,1194,643,1161,54
900,589,-619,140,-140,1148,628,1161,53
910,597,-628,140,-140,1102,604,1183,28
920,606,-637,140,-140,1101,556,1184,29
930,614,-646,140,-140,1056,556,1183,28
940,622,-654,140,-140,986,511,1184,28
950,630,-663,140,-140,986,463,1184,27
960,638,-671,140,-140,913,462,1184,28
970,647,-680,140,-140,911,439,1185,34
980,654,-689,140,-140,843,438,1185,34
990,663,-698,140,-140,771,368,1162,29
1000,671,-706,140,-140,771,321,1162,43
1010,679,-715,140,-140,677,320,1163,44
1020,688,-723,140,-140,581,273,1140,28
1030,696,-732,140,-140,581,81,1137,28
1040,704,-741,140,-140,505,81,1141,36
1050,712,-750,140,-140,504,43,1093,157
1060,721,-759,140,-140,383,43,1093,156
1070,729,-767,140,-140,289,82,1093,496
1080,737,-776,140,-140,286,35,1071,542
1090,745,-785,140,-140,74,35,1069,540
1100,754,-794,140,-140,48,55,1025,587
1110,762,-803,140,-140,46,35,1011,588
1120,770,-812,140,-140,49,35,1000,611
1130,779,-821,0,0,47,45,977,657
1140,785,-827,0,0,38,44,974,655
1150,789,-832,0,0,37,55,953,682
1160,790,-835,0,0,38,56,933,727
1170,793,-837,0,0,59,56,933,728
1180,794,-838,0,0,92,45,888,729
1190,793,-839,0,0,90,28,887,727
1200,793,-839,0,0,74,30,912,729
1210,793,-839,0,0,74,29,912,729
1220,793,-839,36,-36,48,29,911,728
