# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-24 19:30:14
# test: turn -4
# period_ms=10 samples=216 capacity=384 result=OK build="Sep 24 2026 19:25:15"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=-5 ticks_per_turn=362 turn_still_ms=20
# spd=400 fast=400 turn=180 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=216
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,1007,967,840,753
10,0,0,-40,40,987,964,847,777
20,0,0,-80,80,1009,966,839,773
30,0,1,-120,120,1007,962,840,774
40,-1,2,-160,160,1013,969,839,777
50,-3,5,-180,180,987,962,841,776
60,-7,10,-180,180,988,966,838,777
70,-12,16,-180,180,988,962,844,776
80,-18,23,-180,180,986,966,862,752
90,-26,32,-180,180,966,965,867,732
100,-35,42,-180,180,939,993,885,728
110,-44,52,-180,180,941,993,888,682
120,-54,64,-180,180,912,993,930,636
130,-64,75,-180,180,863,1012,956,634
140,-75,88,-180,180,862,1018,952,591
150,-86,100,-180,180,840,1014,1003,590
160,-97,114,-180,180,839,1041,1023,541
170,-108,126,-180,180,793,1036,1024,543
180,-120,140,-180,180,725,1043,1046,542
190,-132,154,-180,180,722,1020,1048,636
200,-144,167,-180,180,675,1016,1069,730
210,-155,181,-180,180,675,1018,1095,730
220,-168,194,-180,180,672,967,1091,778
230,-180,208,-180,180,794,966,1093,776
240,-192,222,-180,180,791,944,1094,830
250,-204,235,-180,180,910,942,1091,853
260,-216,249,-180,180,1009,850,1093,853
270,-228,263,-180,180,1008,784,1094,876
280,-240,277,-180,180,1058,783,1072,899
290,-252,291,-180,180,1056,667,1027,901
300,-264,305,-180,180,1104,673,1026,901
310,-278,319,-180,180,1152,693,982,901
320,-291,333,-180,180,1150,761,935,878
330,-304,347,-180,180,1175,759,934,856
340,-316,361,-180,180,1174,833,865,855
350,-329,375,-180,180,1173,898,866,833
360,-342,390,0,0,1173,899,787,778
370,-351,399,0,0,1172,969,671,779
380,-357,406,0,0,1152,970,670,732
390,-361,412,0,0,1126,1018,578,729
400,-365,416,0,0,1128,1044,486,685
410,-369,420,0,0,1103,1041,484,637
420,-371,422,0,0,1079,1063,462,635
430,-370,422,0,0,1077,1064,461,637
440,-370,422,0,0,1079,1068,446,615
450,-369,422,0,0,1079,1067,448,614
460,-369,422,0,0,1080,1065,447,638
470,-369,422,-24,24,1080,1067,448,636
480,-369,422,-64,64,1080,1066,446,634
490,-370,423,-104,104,1079,1065,446,637
500,-370,423,-144,144,1081,1066,462,635
510,-371,426,-180,180,1083,1063,461,636
520,-375,431,-180,180,1080,1064,448,642
530,-380,437,-180,180,1081,1064,448,634
540,-386,444,-180,180,1078,1063,447,617
550,-393,452,-180,180,1057,1084,399,594
560,-400,462,-180,180,1053,1107,399,591
570,-409,472,-180,180,1033,1108,280,567
580,-418,482,-180,180,986,1111,143,566
590,-428,494,-180,180,990,1108,142,540
600,-439,506,-180,180,963,1132,69,545
610,-450,519,-180,180,964,1133,122,541
620,-460,531,-180,180,890,1134,122,661
630,-472,544,-180,180,844,1133,68,762
640,-484,558,-180,180,840,1132,68,777
650,-496,571,-180,180,773,1130,142,876
660,-508,585,-180,180,698,1109,305,878
670,-520,599,-180,180,701,1109,305,945
680,-532,613,-180,180,604,1084,282,993
690,-544,627,-180,180,606,1041,353,992
700,-557,642,-180,180,554,1039,351,1017
710,-570,656,-180,180,458,995,424,1033
720,-582,670,-180,180,456,922,422,1038
730,-595,685,-180,180,361,922,484,1039
740,-608,699,-180,180,282,851,532,1037
750,-621,714,-180,180,287,851,533,1035
760,-633,728,-180,180,160,761,579,1018
