# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 23:03:44
# test: turn -4
# period_ms=10 samples=237 capacity=384 result=OK build="Sep 23 2026 22:39:45"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=250 fast=350 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=237
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,1052,1062,886,704
10,0,0,-40,40,1053,1059,883,700
20,0,1,-80,80,1049,1084,883,702
30,0,2,-120,120,1052,1084,887,700
40,-3,3,-140,140,1051,1064,886,706
50,-6,6,-140,140,1052,1084,909,701
60,-10,11,-140,140,1050,1086,910,681
70,-14,17,-140,140,1034,1087,911,678
80,-20,22,-140,140,1027,1084,932,680
90,-25,29,-140,140,1008,1085,931,634
100,-31,37,-140,140,986,1084,958,635
110,-38,44,-140,140,985,1083,954,613
120,-44,52,-140,140,962,1106,953,587
130,-51,61,-140,140,962,1108,978,586
140,-58,69,-140,140,910,1105,976,563
150,-65,78,-140,140,887,1109,1000,563
160,-73,86,-140,140,888,1108,1024,588
170,-80,95,-140,140,863,1130,1022,657
180,-88,104,-140,140,817,1109,1025,658
190,-95,113,-140,140,819,1113,1030,732
200,-103,122,-140,140,768,1108,1043,798
210,-111,131,-140,140,768,1107,1047,801
220,-118,140,-140,140,722,1106,1047,852
230,-126,149,-140,140,699,1085,1069,850
240,-134,158,-140,140,699,1085,1071,900
250,-142,167,-140,140,723,1062,1068,920
260,-151,177,-140,140,793,1043,1070,922
270,-159,186,-140,140,792,1037,1070,967
280,-167,195,-140,140,886,1017,1093,991
290,-175,205,-140,140,884,968,1069,992
300,-183,214,-140,140,937,967,1068,990
310,-192,223,-140,140,985,921,1069,988
320,-200,233,-140,140,982,919,1046,1011
330,-208,242,-140,140,1033,876,1047,1014
340,-216,251,-140,140,1033,782,1026,1011
350,-224,260,-140,140,1078,782,1023,1013
360,-233,270,-140,140,1102,689,998,989
370,-241,279,-140,140,1101,711,979,991
380,-249,288,-140,140,1123,710,974,989
390,-258,298,-140,140,1146,737,955,988
400,-266,307,-140,140,1145,733,911,968
410,-274,316,-140,140,1148,783,910,966
420,-283,326,-140,140,1147,851,865,966
430,-292,334,-140,140,1173,854,864,943
440,-300,344,-140,140,1171,876,811,920
450,-308,354,-140,140,1171,876,762,921
460,-317,363,-140,140,1148,922,764,876
470,-325,373,-140,140,1148,969,716,874
480,-334,382,-140,140,1146,968,623,851
490,-342,392,-140,140,1125,996,621,829
500,-350,401,-140,140,1124,1018,553,828
510,-359,411,-140,140,1099,1016,551,775
520,-367,420,0,0,1103,1040,482,727
530,-372,426,0,0,1099,1038,422,727
540,-376,430,-32,32,1051,1082,419,679
550,-379,434,-72,72,1031,1086,258,681
560,-383,439,-112,112,1028,1085,187,657
570,-388,445,-140,140,1031,1110,187,634
580,-394,451,-140,140,1032,1108,120,633
590,-399,458,-140,140,1010,1114,119,612
600,-404,463,-140,140,1008,1108,41,588
610,-412,470,-140,140,1009,1107,65,587
620,-418,478,-140,140,962,1132,66,589
630,-425,486,-140,140,938,1131,62,588
640,-432,494,-140,140,940,1127,72,563
650,-440,502,-140,140,911,1155,83,588
660,-447,510,-140,140,910,1150,119,586
670,-455,519,-140,140,862,1152,113,658
680,-463,528,-140,140,839,1149,140,751
690,-471,537,-140,140,838,1154,139,750
700,-479,546,-140,140,792,1126,140,829
710,-487,555,-140,140,743,1130,138,828
720,-496,565,-140,140,744,1127,141,874
730,-503,574,-140,140,696,1129,112,920
740,-511,583,-140,140,695,1125,141,918
750,-520,593,-140,140,647,1083,137,942
760,-528,602,-140,140,603,1080,211,967
770,-536,611,-140,140,599,1082,323,963
780,-544,620,-140,140,556,1035,327,990
790,-552,630,-140,140,509,993,325,990
800,-560,639,-140,140,501,986,326,1009
810,-568,649,-140,140,432,969,396,1014
820,-576,658,-140,140,429,959,423,1009
830,-585,668,-140,140,406,917,418,1033
840,-593,677,-140,140,361,869,459,1035
850,-601,687,-140,140,359,873,503,1033
860,-610,696,-140,140,287,822,505,1013
870,-617,706,-140,140,264,779,550,1013
880,-626,715,-140,140,239,776,552,1012
890,-634,724,-140,140,192,709,594,988
900,-642,734,-140,140,191,703,622,987
910,-650,743,-140,140,138,599,617,986
920,-657,752,-140,140,59,550,669,966
930,-666,762,-140,140,59,552,676,963
940,-674,771,-140,140,59,409,715,944
950,-682,781,-140,140,59,330,760,941
960,-691,790,-140,140,59,314,762,897
970,-700,799,-140,140,91,101,782,874
980,-708,809,-140,140,89,98,809,873
990,-716,818,-140,140,47,29,805,827
1000,-724,828,-140,140,28,26,842,799
1010,-733,837,-140,140,28,28,836,796
1020,-741,846,0,0,139,29,862,750
1030,-746,852,-20,20,138,28,909,750
1040,-749,856,-60,60,73,145,907,703
1050,-752,861,-100,100,59,28,928,680
1060,-757,866,-140,140,60,26,955,678
1070,-764,874,-140,140,114,103,951,657
1080,-771,881,-140,140,27,54,954,633
1090,-776,887,-140,140,28,55,954,633
1100,-783,894,-140,140,28,29,977,611
1110,-789,901,-140,140,28,29,1000,610
1120,-796,909,-140,140,27,28,1001,586
1130,-803,917,-140,140,115,28,1024,540
1140,-810,926,-140,140,114,28,1046,538
1150,-817,934,-140,140,336,27,1046,517
1160,-824,942,-140,140,408,27,1069,470
1170,-832,951,-140,140,407,28,1068,468
1180,-840,960,-140,140,506,343,1068,415
1190,-848,969,-140,140,501,340,1068,415
1200,-856,978,-140,140,578,274,1067,390
1210,-864,987,-140,140,675,321,1093,321
1220,-872,996,-140,140,672,320,1091,318
1230,-880,1005,-140,140,745,366,1090,273
1240,-889,1014,-140,140,781,379,1113,225
1250,-897,1023,-140,140,814,416,1111,224
1260,-905,1033,-140,140,886,461,1112,201
1270,-914,1042,-140,140,886,460,1113,202
1280,-922,1051,-140,140,939,507,1115,107
1290,-930,1061,-140,140,1009,580,1093,109
1300,-938,1070,-140,140,1010,578,1091,107
1310,-947,1079,-140,140,1055,620,1092,66
1320,-956,1089,-140,140,1056,619,1068,28
1330,-964,1098,-140,140,1082,665,1072,29
1340,-972,1107,-140,140,1127,737,1046,53
1350,-980,1117,-140,140,1125,736,1025,50
1360,-989,1126,-140,140,1148,758,1022,41
1370,-997,1136,-140,140,1172,781,1000,27
1380,-1005,1146,-140,140,1171,781,1000,27
1390,-1013,1155,-140,140,1172,827,953,41
1400,-1022,1165,-140,140,1172,826,885,28
1410,-1030,1174,-140,140,1193,873,884,30
