# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 21:28:55
# test: turn 4
# period_ms=5 samples=384 capacity=384 result=OK build="Sep 23 2026 19:10:31"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=395 turn_still_ms=20
# spd=150 fast=220 turn=140 kp=2.00 ki=1.50 kd=30.00 ke=0.00 pd_max=150 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=0 side_yaw_doubt_mm=20 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=384
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,73,27,973,632
5,0,0,20,-20,72,68,971,633
10,0,0,40,-40,72,65,973,632
15,0,0,60,-60,73,67,974,631
20,0,0,80,-80,75,34,972,631
25,0,-1,100,-100,73,33,971,631
30,0,-1,120,-120,70,34,973,631
35,0,-1,140,-140,58,47,970,632
40,1,-2,140,-140,64,43,973,633
45,2,-3,140,-140,59,41,977,633
50,3,-5,140,-140,73,43,972,635
55,4,-8,140,-140,74,44,973,631
60,6,-10,140,-140,77,43,972,632
65,8,-12,140,-140,115,42,975,633
70,9,-14,140,-140,115,35,972,635
75,12,-16,140,-140,115,36,972,633
80,14,-18,140,-140,32,35,973,633
85,16,-21,140,-140,30,42,977,633
90,18,-24,140,-140,30,44,952,636
95,20,-27,140,-140,28,45,951,656
100,23,-30,140,-140,29,34,951,657
105,26,-34,140,-140,28,35,954,656
110,28,-38,140,-140,26,34,927,680
115,32,-41,140,-140,27,29,927,682
120,35,-45,140,-140,29,29,926,679
125,38,-49,140,-140,27,27,906,703
130,41,-53,140,-140,36,29,903,703
135,44,-57,140,-140,37,29,898,703
140,48,-60,140,-140,37,28,881,700
145,52,-64,140,-140,47,28,882,726
150,55,-69,140,-140,45,28,880,725
155,59,-73,140,-140,47,29,833,724
160,62,-77,140,-140,59,28,836,748
165,66,-82,140,-140,59,27,837,749
170,69,-86,140,-140,56,29,809,748
175,73,-90,140,-140,58,29,800,797
180,76,-94,140,-140,60,342,802,795
185,80,-99,140,-140,59,342,804,796
190,84,-103,140,-140,58,341,781,797
195,88,-108,140,-140,73,437,774,797
200,92,-112,140,-140,73,459,778,793
205,96,-117,140,-140,71,458,759,827
210,100,-122,140,-140,72,460,756,827
215,104,-126,140,-140,73,482,752,826
220,108,-130,140,-140,72,483,711,824
225,112,-135,140,-140,115,484,713,852
230,116,-140,140,-140,113,531,711,848
235,120,-144,140,-140,113,530,661,851
240,124,-149,140,-140,163,529,665,849
245,128,-154,140,-140,163,602,666,850
250,132,-158,140,-140,162,604,664,848
255,136,-163,140,-140,163,601,614,874
260,140,-167,140,-140,191,665,618,871
265,144,-172,140,-140,192,663,618,874
270,148,-177,140,-140,192,662,595,873
275,152,-182,140,-140,240,664,591,874
280,156,-186,140,-140,240,712,594,872
285,160,-191,140,-140,240,708,550,874
290,164,-196,140,-140,265,709,547,873
295,168,-201,140,-140,267,756,545,873
300,172,-206,140,-140,264,755,502,873
305,176,-210,140,-140,360,755,503,873
310,180,-215,140,-140,361,802,502,874
315,184,-220,140,-140,360,803,453,873
320,188,-225,140,-140,359,802,455,870
325,192,-230,140,-140,383,849,456,874
330,196,-234,140,-140,383,850,455,871
335,200,-239,140,-140,381,848,414,850
340,204,-244,140,-140,430,849,416,846
345,209,-249,140,-140,430,872,416,850
350,213,-254,140,-140,429,874,371,827
355,217,-258,140,-140,478,870,365,826
360,221,-264,140,-140,476,894,368,824
365,226,-269,140,-140,478,895,299,798
370,230,-274,140,-140,527,893,299,796
375,234,-278,140,-140,527,915,295,796
380,238,-283,140,-140,525,919,207,795
385,242,-288,140,-140,578,917,205,773
390,246,-293,140,-140,579,966,205,774
395,250,-298,140,-140,577,965,135,773
400,254,-303,140,-140,577,963,139,725
405,258,-308,140,-140,603,966,137,726
410,262,-313,140,-140,602,964,138,725
415,267,-318,140,-140,600,961,40,680
420,271,-322,140,-140,648,965,44,680
425,275,-327,140,-140,648,968,44,681
