# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-24 19:11:08
# test: straight 1 400
# period_ms=5 samples=227 capacity=384 result=OK build="Sep 24 2026 19:07:50"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=381 turn_still_ms=20
# spd=400 fast=400 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=227
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,28,28,904,727
5,0,0,20,20,28,30,910,726
10,0,0,40,40,28,28,906,729
15,0,0,60,60,27,28,905,725
20,0,0,80,80,28,29,905,726
25,1,1,100,100,27,28,906,727
30,2,1,120,120,27,30,904,727
35,2,3,140,140,28,28,907,726
40,4,4,160,160,26,28,904,728
45,6,6,180,180,30,28,902,725
50,9,9,200,200,30,29,906,726
55,11,12,220,220,31,28,904,728
60,15,15,240,240,27,29,905,728
65,19,19,260,260,26,29,905,725
70,24,24,280,280,27,26,904,727
75,30,30,300,300,25,272,903,735
80,35,36,320,320,27,280,905,724
85,42,41,340,340,27,272,904,725
90,49,48,360,360,28,45,899,728
95,57,57,380,380,23,43,904,728
100,66,66,380,400,27,39,899,724
105,75,76,376,420,22,35,903,724
110,85,86,372,427,27,31,898,726
115,96,97,376,423,22,34,903,723
120,107,109,390,409,28,40,901,727
125,118,122,386,413,23,44,902,720
130,130,135,373,426,27,40,907,726
135,142,148,377,422,26,44,902,724
140,154,163,381,418,27,64,900,727
145,167,177,378,421,23,68,904,721
150,180,192,378,421,26,63,902,729
155,193,207,375,424,24,67,903,724
160,206,223,375,424,28,66,906,726
165,220,239,379,420,24,68,904,724
170,234,255,384,415,28,78,903,728
175,248,272,382,417,24,82,904,725
180,262,288,382,417,28,79,901,725
185,277,305,386,413,25,81,904,702
190,292,322,406,393,27,78,901,703
195,307,340,418,381,25,80,927,699
200,322,357,398,401,27,75,924,706
205,338,375,380,419,24,67,929,703
210,354,392,375,424,28,64,923,703
215,369,410,379,420,26,66,927,679
220,385,428,399,400,27,147,925,682
225,401,446,411,388,25,147,927,677
230,418,464,392,407,28,145,925,680
235,434,483,388,411,26,28,925,679
240,450,501,384,415,26,25,947,680
245,466,520,388,411,26,28,949,679
250,483,538,391,408,47,78,947,657
255,500,557,395,404,44,81,949,654
260,517,576,415,384,47,79,948,655
265,534,594,435,364,45,28,949,631
270,550,612,455,344,37,26,948,633
275,569,630,460,339,35,30,974,632
280,588,647,440,359,38,27,970,633
285,606,664,420,379,25,28,971,632
290,624,683,400,399,28,28,972,633
295,641,701,395,404,26,28,973,610
300,659,720,415,384,30,27,968,611
305,677,739,427,372,26,29,998,611
