# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-24 19:32:43
# test: straight 3 450
# period_ms=10 samples=182 capacity=384 result=OK build="Sep 24 2026 19:25:15"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=-5 ticks_per_turn=357 turn_still_ms=20
# spd=400 fast=400 turn=180 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=182
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,28,29,957,682
10,0,0,40,40,27,27,957,682
20,0,1,80,80,26,27,959,681
30,0,2,120,120,29,274,957,680
40,4,5,160,160,31,273,953,682
50,9,10,200,200,27,28,956,680
60,15,16,240,240,28,27,953,681
70,24,25,280,280,26,44,954,689
80,36,37,320,320,28,67,955,678
90,49,51,360,360,24,66,958,686
100,67,68,400,400,23,82,955,675
110,86,88,440,431,21,66,956,679
120,110,111,432,467,23,68,956,678
130,136,137,432,467,22,81,956,679
140,164,165,449,450,23,85,957,681
150,193,195,419,480,23,70,958,681
160,223,225,444,455,23,126,980,677
170,255,256,443,456,24,126,982,657
180,288,288,483,416,43,223,978,655
190,320,322,446,453,26,169,979,655
200,355,356,443,456,70,103,1000,633
210,391,392,483,416,24,44,1003,632
220,428,428,449,450,25,44,1001,633
230,464,466,445,454,33,28,1023,634
240,502,504,442,457,30,28,1002,632
250,540,542,449,450,25,27,998,632
260,580,581,446,453,25,29,1002,632
270,619,620,451,448,25,28,1004,609
280,658,659,491,408,26,30,997,611
290,698,699,451,448,25,273,1024,611
300,739,740,453,446,27,273,1024,611
310,779,780,447,452,25,558,1025,588
320,820,820,487,412,25,103,1025,588
330,860,861,457,442,27,103,1024,589
340,900,902,451,448,26,28,1048,586
350,941,942,463,436,27,29,1047,588
360,982,983,453,446,26,35,1049,587
370,1022,1024,454,445,29,27,1050,587
380,1064,1064,462,437,30,28,1051,568
390,1104,1105,502,397,35,29,1073,563
400,1145,1146,471,428,35,28,1071,566
410,1186,1187,455,444,26,29,1070,566
420,1227,1228,462,437,89,36,1070,562
