# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-24 19:18:20
# test: straight 1 400
# period_ms=5 samples=221 capacity=384 result=OK build="Sep 24 2026 19:16:58"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=4294967291 ticks_per_turn=381 turn_still_ms=20
# spd=400 fast=400 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=221
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,26,53,908,727
5,0,0,20,20,27,28,909,726
10,0,0,40,40,25,26,909,727
15,0,0,60,60,114,27,907,727
20,0,1,80,80,113,26,910,728
25,1,1,100,100,114,27,910,726
30,1,1,120,120,27,26,908,725
35,2,3,140,140,26,66,910,729
40,4,5,160,160,26,68,914,728
45,7,7,180,180,27,66,907,727
50,10,9,200,200,26,55,908,730
55,13,13,220,220,24,54,909,728
60,16,17,240,240,26,54,909,728
65,20,21,260,260,23,54,907,725
70,26,26,280,280,26,54,916,728
75,31,32,300,300,23,54,908,722
80,38,38,320,320,25,58,905,728
85,44,45,340,340,20,42,909,727
90,51,52,360,360,25,39,904,726
95,60,61,377,380,21,42,907,723
100,69,69,377,400,27,76,904,726
105,79,80,377,420,22,81,909,722
110,89,90,385,414,26,76,905,728
115,100,101,385,414,22,53,909,723
120,112,113,377,422,27,51,904,726
125,124,125,377,422,22,53,908,700
130,136,137,393,406,26,54,905,706
135,149,150,413,386,24,65,911,701
140,162,162,401,398,26,62,905,728
145,175,176,381,418,22,66,908,725
150,189,189,361,438,27,78,906,727
155,203,204,341,458,25,81,909,724
160,217,218,353,446,26,77,907,705
165,231,233,373,426,24,80,909,702
170,244,249,381,418,27,78,907,704
175,259,265,381,418,23,78,910,702
180,274,281,388,411,28,80,907,705
185,288,297,388,411,25,80,932,702
190,303,313,389,410,26,79,930,705
195,318,330,389,410,24,80,930,702
200,333,347,373,426,27,78,932,703
205,349,364,371,428,65,79,932,679
210,364,381,387,412,72,78,930,682
215,379,399,407,392,72,81,933,678
220,395,417,395,404,71,78,929,682
225,411,434,390,409,24,81,932,680
230,427,453,382,417,28,41,954,679
235,443,470,382,417,25,44,956,670
240,459,489,398,401,25,42,952,658
245,476,507,418,381,24,33,956,654
250,492,525,406,393,26,31,956,659
255,509,544,393,406,25,35,954,633
260,526,562,409,390,27,27,955,631
265,543,581,429,370,25,27,978,631
270,561,599,417,382,26,27,975,633
275,578,617,401,398,25,26,976,632
280,595,637,395,404,26,27,1000,631
285,613,655,395,404,26,28,998,610
290,630,673,411,388,25,25,998,609
295,647,693,431,368,24,27,1001,607
300,665,710,419,380,26,26,994,610
305,683,729,407,392,26,27,996,604
310,701,746,401,398,26,26,1000,607
315,719,764,401,398,25,28,1000,589
320,738,781,417,382,26,28,991,586
325,756,800,437,362,26,125,999,578
330,774,817,425,374,25,120,1022,586
335,792,836,416,383,24,125,1021,585
340,810,854,400,399,26,79,1016,584
345,828,873,392,407,26,81,1045,579
350,847,892,408,391,27,76,1046,587
