# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-24 19:32:22
# test: turn 2
# period_ms=5 samples=245 capacity=384 result=OK build="Sep 24 2026 19:25:15"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=-5 ticks_per_turn=374 turn_still_ms=20
# spd=400 fast=400 turn=180 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=245
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,886,994,909,659
5,0,0,20,-20,887,1018,910,659
10,0,0,40,-40,887,1017,910,659
15,0,0,60,-60,886,1016,910,659
20,0,0,80,-80,889,996,908,659
25,0,0,100,-100,888,996,933,660
30,0,-1,120,-120,887,994,932,659
35,0,-1,140,-140,887,996,931,657
40,1,-1,160,-160,887,996,934,659
45,3,-3,180,-180,886,996,930,661
50,4,-5,180,-180,887,994,930,658
55,6,-7,180,-180,889,995,933,659
60,8,-10,180,-180,886,993,933,658
65,11,-13,180,-180,884,993,930,658
70,14,-16,180,-180,913,997,929,657
75,17,-20,180,-180,907,995,910,668
80,20,-24,180,-180,910,992,910,682
85,24,-28,180,-180,939,995,909,681
90,28,-33,180,-180,938,995,909,682
95,32,-38,180,-180,938,992,909,729
100,36,-42,180,-180,961,968,909,728
105,41,-48,180,-180,961,969,864,727
110,46,-54,180,-180,962,967,864,777
115,51,-59,180,-180,963,966,864,774
120,56,-65,180,-180,987,966,841,773
125,61,-70,180,-180,983,964,843,830
130,66,-76,180,-180,985,965,842,828
135,72,-82,180,-180,1009,922,785,826
140,77,-89,180,-180,1011,920,787,876
