# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 21:30:12
# test: turn -4
# period_ms=5 samples=384 capacity=384 result=OK build="Sep 23 2026 19:10:31"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=150 fast=220 turn=140 kp=2.00 ki=1.50 kd=30.00 ke=0.00 pd_max=150 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=0 side_yaw_doubt_mm=20 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=384
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,48,29,997,608
5,0,0,-20,20,30,29,995,610
10,0,0,-40,40,29,28,996,611
15,0,0,-60,60,29,28,995,610
20,0,1,-80,80,28,29,995,632
25,-1,1,-100,100,27,29,995,633
30,-1,1,-120,120,27,28,997,632
35,-2,1,-140,140,37,28,994,627
40,-2,1,-140,140,36,29,995,610
45,-2,2,-140,140,37,29,996,609
50,-4,4,-140,140,37,28,993,608
55,-5,5,-140,140,48,29,993,609
60,-6,7,-140,140,48,29,998,609
65,-8,9,-140,140,49,28,996,609
70,-10,11,-140,140,91,29,1001,610
75,-13,13,-140,140,91,29,1020,616
80,-15,16,-140,140,91,40,1022,609
85,-18,19,-140,140,49,35,1019,587
90,-20,22,-140,140,47,36,1047,587
95,-22,25,-140,140,49,126,1043,590
100,-26,29,-140,140,37,132,1042,565
105,-28,32,-140,140,40,125,1041,563
110,-31,36,-140,140,37,85,1068,563
115,-35,39,-140,140,177,43,1067,553
120,-38,43,-140,140,241,46,1063,539
125,-42,47,-140,140,242,43,1088,538
130,-45,51,-140,140,239,30,1091,539
135,-48,55,-140,140,194,29,1088,495
140,-52,59,-140,140,194,32,1133,493
145,-55,63,-140,140,194,28,1135,492
150,-59,67,-140,140,265,28,1132,469
155,-63,72,-140,140,266,29,1156,471
160,-67,76,-140,140,263,30,1158,469
165,-70,80,-140,140,385,28,1153,447
170,-74,85,-140,140,384,29,1176,446
175,-78,89,-140,140,384,54,1201,447
180,-82,93,-140,140,478,56,1199,415
185,-86,98,-140,140,481,55,1200,414
190,-90,102,-140,140,478,54,1223,414
195,-94,107,-140,140,479,149,1221,395
200,-98,112,-140,140,579,151,1219,391
205,-102,116,-140,140,579,149,1246,390
210,-106,121,-140,140,578,250,1243,390
215,-110,125,-140,140,697,249,1243,322
220,-114,130,-140,140,697,250,1268,318
225,-118,135,-140,140,696,296,1265,318
230,-122,139,-140,140,791,297,1266,272
235,-126,144,-140,140,789,296,1289,271
240,-130,149,-140,140,790,366,1288,271
245,-134,153,-140,140,912,367,1288,273
250,-138,158,-140,140,911,365,1290,271
255,-142,163,-140,140,907,365,1310,271
260,-146,168,-140,140,941,440,1311,202
265,-150,173,-140,140,1008,436,1312,202
270,-154,177,-140,140,1005,435,1333,200
275,-158,182,-140,140,1007,484,1334,157
280,-162,187,-140,140,1102,486,1333,155
285,-166,192,-140,140,1098,481,1332,154
290,-170,196,-140,140,1102,532,1338,156
295,-174,201,-140,140,1170,532,1334,109
300,-178,206,-140,140,1169,531,1355,108
305,-182,210,-140,140,1170,603,1358,106
310,-186,215,-140,140,1241,600,1358,109
315,-190,220,-140,140,1235,603,1342,107
