# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 21:29:37
# test: turn 4
# period_ms=5 samples=384 capacity=384 result=OK build="Sep 23 2026 19:10:31"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=150 fast=220 turn=140 kp=2.00 ki=1.50 kd=30.00 ke=0.00 pd_max=150 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=0 side_yaw_doubt_mm=20 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=384
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,58,29,973,632
5,0,0,20,-20,59,28,972,627
10,0,0,40,-40,61,30,973,631
15,0,0,60,-60,58,67,972,634
20,0,0,80,-80,58,67,972,630
25,0,0,100,-100,60,66,967,630
30,0,0,120,-120,57,29,972,630
35,0,0,140,-140,58,28,971,633
40,1,0,140,-140,56,30,974,630
45,1,-1,140,-140,58,36,968,633
50,1,-2,140,-140,57,43,973,628
55,2,-4,140,-140,59,40,972,631
60,2,-5,140,-140,57,43,972,630
65,2,-8,140,-140,59,52,969,633
70,3,-9,140,-140,46,55,972,627
75,4,-11,140,-140,47,52,970,630
80,6,-13,140,-140,46,54,972,655
85,7,-16,140,-140,47,53,944,653
90,9,-18,140,-140,58,54,948,649
95,11,-21,140,-140,60,43,948,655
100,13,-24,140,-140,58,44,950,652
105,15,-27,140,-140,73,42,942,652
110,18,-31,140,-140,72,28,947,677
115,20,-34,140,-140,73,28,927,680
120,22,-37,140,-140,71,29,924,676
125,25,-40,140,-140,74,29,922,695
130,28,-44,140,-140,73,28,906,701
135,30,-48,140,-140,74,29,903,701
140,34,-52,140,-140,72,29,904,701
145,37,-56,140,-140,74,28,901,726
150,40,-60,140,-140,84,31,858,722
155,43,-64,140,-140,90,29,859,725
160,46,-68,140,-140,90,150,859,749
165,50,-72,140,-140,90,148,835,749
170,54,-76,140,-140,90,149,836,745
175,57,-81,140,-140,90,367,837,776
180,61,-85,140,-140,88,367,780,770
185,65,-89,140,-140,73,365,777,772
190,68,-94,140,-140,73,367,782,796
195,72,-99,140,-140,73,437,758,799
200,76,-103,140,-140,60,435,756,793
205,80,-108,140,-140,59,434,754,815
210,84,-112,140,-140,58,484,735,827
215,88,-116,140,-140,47,481,733,824
220,92,-121,140,-140,47,481,733,826
225,96,-126,140,-140,47,532,729,851
230,100,-131,140,-140,47,530,686,845
235,103,-135,140,-140,91,529,686,847
240,107,-140,140,-140,89,578,685,851
245,111,-144,140,-140,90,579,642,848
250,115,-149,140,-140,139,577,639,849
255,119,-154,140,-140,137,609,638,873
260,123,-159,140,-140,136,663,572,872
265,127,-164,140,-140,192,664,569,871
270,131,-168,140,-140,191,661,570,873
275,135,-173,140,-140,191,687,526,873
280,139,-178,140,-140,265,687,528,873
285,143,-183,140,-140,264,688,525,875
290,147,-188,140,-140,263,735,508,873
295,151,-192,140,-140,335,734,501,872
300,156,-197,140,-140,335,732,501,875
305,160,-202,140,-140,335,802,502,875
310,163,-207,140,-140,335,802,456,872
315,168,-212,140,-140,360,802,456,873
320,172,-216,140,-140,359,827,456,850
325,176,-221,140,-140,360,827,395,849
330,180,-227,140,-140,407,825,394,850
335,184,-232,140,-140,408,827,397,851
340,188,-236,140,-140,405,872,348,851
345,192,-241,140,-140,456,872,349,850
350,196,-246,140,-140,457,871,349,829
355,200,-251,140,-140,456,896,302,829
360,204,-256,140,-140,526,894,300,825
365,209,-261,140,-140,529,893,300,807
370,213,-266,140,-140,528,920,301,799
375,217,-271,140,-140,527,919,254,796
380,221,-276,140,-140,555,917,254,798
385,225,-281,140,-140,555,942,253,750
390,229,-286,140,-140,554,942,139,748
395,234,-291,140,-140,578,941,137,749
