# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-26 20:12:48
# test: curve -1 300
# period_ms=8 samples=197 capacity=320 result=OK build="Sep 26 2026 15:32:51"
# ticks_per_mm=9.05 cell_mm=180 turn_ticks=403 kv_l=1.04 kv_r=1.04 tau_ms=53.00 ks=25
# spd=600 fast=900 curve=300 accel=3000 turn=500 turn_accel=5000 kp=0.70 ki=8.00
# curve_r=70.0 curve_ramp=30.0 curve_angle=90.00 curve_slip=2.00 curve_len=140.0 curve_vmax=479
# curve_pre=4.5 curve_post=4.5 curve_pre_adj=0.0 curve_post_adj=0.0
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130
# lane_mm=168 center_l=89.0 center_r=76.0
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=197
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr,ref_fwd,ref_rot
0,0,0,0,0,32,37,912,756,0,0
8,0,1,231,184,29,32,913,753,1,-1
16,3,4,197,254,31,27,911,730,3,-8
24,6,8,255,268,31,26,912,729,7,-15
32,12,15,267,292,28,98,913,753,14,-30
40,20,23,274,322,28,97,912,752,22,-48
48,30,32,269,393,32,124,910,731,32,-69
56,40,43,363,345,31,119,913,728,44,-69
64,52,55,407,349,34,192,911,730,58,-55
72,67,69,421,403,29,191,914,731,74,-37
80,83,85,436,406,29,99,911,729,91,-35
88,100,103,488,451,28,100,913,729,111,-34
96,120,123,484,444,29,146,910,726,133,-34
104,142,144,317,331,27,149,913,729,156,-33
112,164,166,322,327,27,146,909,729,180,-31
120,185,187,325,330,26,146,911,728,204,-28
128,206,208,354,357,31,145,907,730,228,-24
136,228,230,319,364,29,145,911,729,252,-22
144,250,252,329,328,29,124,907,725,276,-19
152,272,275,328,322,29,122,911,728,300,-19
160,295,296,320,326,26,81,910,729,324,-16
168,317,319,345,295,27,81,933,730,348,-3
176,340,341,293,316,26,56,934,751,372,5
184,362,364,341,260,27,56,932,750,396,12
192,384,386,355,269,26,28,935,728,420,31
200,408,409,305,253,28,29,935,729,444,44
208,430,431,348,258,30,27,934,730,468,60
216,452,453,381,222,29,30,957,728,492,89
224,475,476,381,186,37,29,959,729,516,115
232,496,496,369,284,38,30,742,731,540,121
240,519,517,270,355,38,30,741,732,564,77
248,541,539,258,340,38,30,307,732,588,28
256,563,561,237,358,38,104,305,729,612,-20
264,584,583,222,375,37,103,213,728,636,-68
272,604,605,280,348,40,83,211,729,660,-103
280,625,628,376,250,39,81,121,729,684,-54
288,648,649,260,314,37,69,120,728,708,-44
296,669,671,301,299,40,68,66,729,732,-39
304,690,693,344,283,37,30,66,728,756,-33
312,712,715,343,281,38,31,166,728,780,-28
320,734,736,307,295,43,56,165,728,804,-23
328,756,758,273,301,47,55,189,727,828,-18
336,777,780,335,241,47,68,186,706,852,-7
344,799,801,324,279,49,69,144,704,876,4
352,821,822,311,319,52,69,141,702,900,11
360,842,844,360,272,60,69,143,705,924,15
368,864,865,247,401,60,83,143,706,948,16
376,884,888,282,330,49,83,142,706,972,6
384,906,910,234,400,47,82,143,726,996,-20
