# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-26 20:12:15
# test: turn 1
# period_ms=4 samples=220 capacity=320 result=OK build="Sep 26 2026 15:32:51"
# ticks_per_mm=9.05 cell_mm=180 turn_ticks=403 kv_l=1.04 kv_r=1.04 tau_ms=53.00 ks=25
# spd=600 fast=900 curve=300 accel=3000 turn=500 turn_accel=5000 kp=0.70 ki=8.00
# curve_r=70.0 curve_ramp=30.0 curve_angle=90.00 curve_slip=2.00 curve_len=140.0 curve_vmax=479
# curve_pre=4.5 curve_post=4.5 curve_pre_adj=0.0 curve_post_adj=0.0
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130
# lane_mm=168 center_l=89.0 center_r=76.0
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=220
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr,ref_fwd,ref_rot
0,0,0,145,-146,1054,1018,234,43,0,0
4,1,-1,135,-136,1054,1017,238,42,0,6
8,2,-2,157,-159,1055,1022,236,43,0,20
12,3,-3,183,-185,1056,1020,234,44,0,42
16,4,-4,213,-214,1056,1021,234,43,0,72
20,7,-6,150,-181,1055,1019,266,43,0,110
24,9,-7,223,-259,1056,1016,257,44,0,156
28,12,-9,202,-242,1056,1019,262,44,0,210
32,14,-11,270,-285,1055,1015,256,43,0,272
36,16,-15,282,-238,1055,1022,256,43,0,342
40,20,-18,246,-282,1055,1018,253,43,0,420
44,23,-22,303,-284,1080,1019,254,43,0,506
48,27,-26,296,-302,1079,1012,255,43,0,600
52,31,-31,315,-292,1078,992,231,43,0,702
56,36,-36,306,-308,1079,992,232,44,0,812
60,41,-41,335,-337,1104,992,232,44,0,930
64,47,-47,313,-316,1105,994,232,43,0,1056
68,52,-53,381,-354,1103,965,256,42,0,1190
72,59,-59,334,-362,1101,965,256,55,0,1332
76,66,-67,336,-309,1104,966,256,55,0,1482
80,73,-74,373,-371,1104,963,256,54,0,1640
84,80,-81,403,-401,1103,897,740,55,0,1806
88,89,-89,341,-369,1102,894,740,68,0,1980
92,97,-98,391,-365,1127,893,736,68,0,2162
96,106,-107,378,-377,1128,895,739,69,0,2352
100,115,-115,276,-303,1129,827,842,68,0,2550
104,124,-124,270,-272,1125,831,842,54,0,2750
108,133,-133,270,-272,1125,826,842,54,0,2950
112,142,-142,269,-271,1127,828,843,56,0,3150
116,151,-151,269,-271,1127,763,935,55,0,3350
120,160,-160,268,-270,1125,760,935,34,0,3550
124,169,-169,268,-270,1078,758,933,35,0,3750
128,178,-178,267,-269,1079,760,932,35,0,3950
132,187,-187,267,-269,1080,196,1004,35,0,4150
136,196,-196,266,-268,1078,197,1005,55,0,4350
140,204,-205,307,-280,1010,195,1003,55,0,4550
144,214,-214,230,-257,1011,197,1002,56,0,4750
148,223,-223,264,-266,1010,126,1048,55,0,4950
152,232,-232,264,-266,1010,127,1048,134,0,5150
156,240,-241,305,-277,864,126,1047,134,0,5350
160,250,-250,228,-255,864,126,1047,134,0,5550
164,259,-259,262,-264,863,172,1050,136,0,5750
168,268,-268,262,-264,864,173,1048,274,0,5950
172,276,-277,302,-275,701,174,1046,277,0,6150
176,285,-286,267,-265,699,173,1048,276,0,6350
180,294,-295,128,-124,699,198,1048,275,0,6550
184,303,-303,115,-141,699,193,1048,418,0,6744
188,311,-312,114,-86,165,200,1045,418,0,6930
192,319,-319,109,-135,164,203,1048,417,0,7108
196,326,-327,111,-83,164,252,1025,418,0,7278
200,332,-333,151,-147,164,255,1028,542,0,7440
204,339,-339,91,-116,140,251,1025,543,0,7594
208,344,-346,134,-76,140,250,1027,542,0,7740
212,351,-352,43,-64,139,248,976,542,0,7878
216,356,-358,92,-58,140,251,981,636,0,8008
220,362,-363,38,-59,141,253,982,634,0,8130
224,367,-369,36,-2,139,245,978,635,0,8244
228,372,-374,17,-8,139,252,910,636,0,8350
232,376,-378,39,-30,140,251,913,707,0,8448
236,380,-382,14,-5,139,249,913,707,0,8538
240,383,-385,38,-29,139,249,910,705,0,8620
244,386,-388,15,-6,138,225,889,706,0,8694
248,388,-391,30,8,139,220,889,752,0,8760
252,391,-393,-22,6,140,222,887,755,0,8818
256,393,-395,-11,20,139,221,887,752,0,8868
260,395,-397,-38,47,138,198,863,754,0,8910
264,396,-398,-14,24,137,198,866,801,0,8944
268,398,-399,-80,60,140,194,868,801,0,8970
