# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 23:04:54
# test: straight 2 250
# period_ms=10 samples=210 capacity=384 result=OK build="Sep 23 2026 22:39:45"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=390 turn_still_ms=20
# spd=250 fast=350 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=210
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,90,28,864,774
10,0,0,40,40,59,28,861,774
20,0,0,80,80,55,28,862,772
30,0,2,120,120,59,28,864,774
40,2,4,160,160,59,54,862,772
50,8,8,200,200,59,44,865,772
60,13,14,225,240,59,42,861,773
70,20,23,218,280,59,125,867,772
80,31,33,226,273,46,125,891,774
90,41,43,211,288,47,148,882,772
100,52,55,226,273,46,102,886,772
110,64,69,212,287,47,108,886,776
120,76,84,232,267,59,82,884,773
130,90,101,253,246,58,81,886,749
140,104,118,253,246,90,80,884,750
150,120,135,220,279,89,81,886,749
160,136,154,221,278,27,81,885,751
170,151,173,227,272,47,66,887,751
180,167,193,225,274,46,53,886,750
190,183,213,228,271,73,54,908,726
200,200,234,248,251,59,29,907,724
210,216,255,248,251,59,27,907,724
220,234,275,229,270,72,27,909,704
230,252,296,249,250,73,28,909,702
240,270,317,249,250,59,29,932,704
250,288,339,239,260,58,55,929,680
260,306,359,259,240,59,54,933,679
270,324,379,259,240,73,55,935,680
280,344,399,232,267,59,54,950,678
290,362,421,236,263,59,54,958,680
300,380,442,232,267,59,53,952,657
310,399,463,252,247,59,54,979,657
320,418,483,252,247,73,55,976,655
330,438,504,244,255,115,53,975,633
340,458,523,264,235,114,54,1000,631
350,478,542,264,235,73,54,1001,632
360,497,563,254,245,69,54,1002,632
370,517,583,236,263,59,53,1003,632
380,538,603,247,252,163,44,1000,611
390,558,623,267,232,162,53,1000,610
400,577,643,267,232,90,52,1000,611
410,597,662,258,241,91,27,1001,610
