# rat_sw calibration data (tools/calib_analyze.py)
# captured: 2026-09-23 23:17:43
# test: turn -4
# period_ms=10 samples=279 capacity=384 result=OK build="Sep 23 2026 22:39:45"
# ticks_per_mm=9 cell_ticks=1620 move_extra_ticks=140 ticks_per_turn=383 turn_still_ms=20
# spd=400 fast=220 turn=140 kp=2.00 ki=0.50 kd=30.00 ke=0.00 pd_max=80 accel_step_per_ms=4
# wall_detect_mm=140 front_ref_mm=94 front_emergency_mm=60 side_track_mm=130 lane_mm=168
# front_square_offset_mm=-15 side_yaw_doubt_mm=10 side_close_doubt_mm=25 wall_samples=5 wall_votes=4
# ir_cal_fl="-0.00000002278f, 0.000132f, -0.2627f, 237.7f"
# ir_cal_fr="-0.00000003535f, 0.0001995f, -0.3834f, 317.6f"
# ir_cal_sl="-0.00000005219f, 0.0002629f, -0.4566f, 325.6f"
# ir_cal_sr="-0.00000003241f, 0.0001505f, -0.25f, 189.0f"
# end: result=OK samples=279
t_ms,enc_l,enc_r,pwm_l,pwm_r,raw_fl,raw_fr,raw_sl,raw_sr
0,0,0,0,0,1144,1063,786,875
10,0,0,-40,40,1145,1061,784,852
20,0,0,-80,80,1147,1085,784,875
30,0,1,-120,120,1140,1085,785,876
40,-1,1,-140,140,1149,1064,789,876
50,-2,2,-140,140,1149,1090,786,853
60,-4,4,-140,140,1149,1086,813,852
70,-7,7,-140,140,1148,1094,807,854
80,-10,11,-140,140,1147,1104,811,853
90,-15,16,-140,140,1124,1113,807,852
100,-20,22,-140,140,1126,1105,846,802
110,-24,29,-140,140,1124,1109,862,798
120,-30,35,-140,140,1104,1104,867,776
130,-36,42,-140,140,1102,1133,884,730
140,-43,50,-140,140,1078,1124,888,728
150,-49,58,-140,140,1053,1129,881,706
160,-56,66,-140,140,1053,1151,935,653
170,-62,75,-140,140,1009,1154,928,632
180,-69,83,-140,140,985,1175,935,636
190,-76,92,-140,140,985,1176,952,633
200,-84,101,-140,140,939,1172,956,655
210,-90,110,-140,140,939,1177,976,729
220,-98,119,-140,140,887,1172,981,729
230,-105,128,-140,140,838,1176,974,830
240,-112,137,-140,140,838,1172,1003,877
250,-120,146,-140,140,792,1177,997,897
260,-128,155,-140,140,723,1173,1004,945
270,-136,165,-140,140,720,1174,1001,944
280,-143,174,-140,140,698,1126,1001,969
290,-151,184,-140,140,698,1130,1022,1015
300,-159,193,-140,140,695,1123,1023,1011
310,-166,203,-140,140,747,1084,1000,1037
320,-174,212,-140,140,744,1081,1024,1053
330,-182,222,-140,140,818,1085,1023,1061
340,-190,231,-140,140,887,1038,1002,1085
350,-198,241,-140,140,887,1038,1000,1084
360,-205,250,-140,140,942,992,1003,1084
370,-214,259,-140,140,939,920,977,1083
380,-221,269,-140,140,962,917,978,1082
390,-229,278,-140,140,986,827,952,1083
400,-238,288,-140,140,986,824,935,1084
410,-245,298,-140,140,1034,734,930,1084
420,-253,307,-140,140,1032,686,910,1060
430,-261,316,-140,140,1033,687,864,1060
440,-269,326,-140,140,1054,706,862,1059
450,-277,335,-140,140,1054,735,840,1014
460,-285,345,-140,140,1056,733,843,1016
470,-293,354,-140,140,1057,805,785,1015
480,-301,363,-140,140,1054,801,740,969
490,-310,373,-140,140,1055,830,737,970
500,-317,382,-140,140,1055,850,717,947
510,-326,391,-140,140,1054,855,280,946
520,-334,401,-140,140,1057,898,283,900
530,-342,410,-140,140,1054,943,143,876
540,-350,419,0,0,1032,944,143,877
550,-356,426,0,0,1032,969,213,831
560,-360,430,0,0,1029,966,211,800
570,-362,433,0,0,1010,968,211,800
580,-364,435,0,0,1000,996,235,777
590,-365,436,0,0,983,994,282,774
600,-364,436,0,0,988,997,281,753
610,-364,436,0,0,983,993,282,752
620,-364,436,-32,32,985,968,282,752
630,-364,436,-72,72,986,996,259,752
640,-364,437,-112,112,986,995,258,777
650,-365,438,-140,140,987,996,257,776
660,-368,442,-140,140,985,996,259,776
670,-371,446,-140,140,986,994,282,776
680,-376,451,-140,140,985,995,280,773
690,-380,456,-140,140,986,994,282,730
700,-385,463,-140,140,963,1019,281,727
710,-392,470,-140,140,962,1018,328,703
720,-398,477,-140,140,962,1016,188,683
730,-404,484,-140,140,938,1015,188,680
740,-412,492,-140,140,939,1018,120,636
750,-419,500,-140,140,912,1019,119,636
760,-426,509,-140,140,864,1042,119,589
770,-434,517,-140,140,863,1040,166,565
780,-442,526,-140,140,841,1041,166,564
790,-449,534,-140,140,816,1041,187,541
800,-457,542,-140,140,816,1041,188,566
810,-466,551,-140,140,770,1040,188,564
820,-474,560,-140,140,768,1040,166,614
830,-482,569,-140,140,721,1039,165,612
840,-490,578,-140,140,699,1018,163,683
850,-498,586,-140,140,696,1014,23,731
860,-507,595,-140,140,650,1016,22,727
870,-515,604,-140,140,604,995,234,778
880,-524,613,-140,140,602,991,142,829
890,-532,622,-140,140,432,994,140,829
900,-540,630,-140,140,432,989,211,854
910,-549,639,-140,140,113,943,211,855
920,-557,648,-140,140,76,920,329,875
930,-566,657,-140,140,74,921,400,902
940,-574,666,-140,140,61,898,398,901
950,-583,674,-140,140,48,851,447,901
960,-591,683,-140,140,50,850,462,898
970,-600,692,-140,140,48,804,464,902
980,-608,701,-140,140,49,804,508,922
990,-616,710,-140,140,31,757,507,924
1000,-624,719,-140,140,38,735,555,921
1010,-633,728,-140,140,38,734,600,901
1020,-641,736,-140,140,50,556,600,901
1030,-649,746,-140,140,140,82,649,901
1040,-657,754,-140,140,140,82,694,876
1050,-666,763,-140,140,73,44,693,876
1060,-674,772,-140,140,74,44,740,877
1070,-682,781,-140,140,71,45,738,876
1080,-691,790,-140,140,91,81,785,849
1090,-700,799,-140,140,88,85,812,802
1100,-708,809,-140,140,115,222,808,794
1110,-716,818,-140,140,29,56,866,777
1120,-724,827,-140,140,31,55,866,748
1130,-732,837,0,0,27,28,888,751
1140,-738,843,0,0,29,29,934,705
1150,-742,847,0,0,28,29,932,703
1160,-744,850,0,0,48,29,957,681
1170,-744,854,0,0,47,29,1002,635
1180,-744,855,0,0,61,29,1004,635
1190,-743,857,0,0,60,30,1003,635
1200,-742,858,0,0,60,30,1002,635
1210,-742,858,0,0,74,128,1003,636
1220,-742,859,0,0,74,127,1004,636
1230,-742,858,0,0,74,44,1003,635
1240,-742,858,0,0,60,35,1003,634
1250,-742,858,-4,4,59,35,1003,636
1260,-742,858,-44,44,60,44,1002,629
1270,-742,859,-84,84,58,43,1002,634
1280,-743,859,-124,124,59,44,1002,631
1290,-744,862,-140,140,55,44,999,628
1300,-748,866,-140,140,59,43,1003,630
1310,-752,870,-140,140,70,43,1000,632
1320,-756,874,-140,140,58,28,1000,627
1330,-760,879,-140,140,57,30,1003,612
